0.000000000000000000e+00,0.000000000000000000e+00
7.845909572784494357e-02,3.925981575906861004e-02
1.564344650402308690e-01,7.845909572784494357e-02
2.334453638559053912e-01,1.175373974578376446e-01
3.090169943749473958e-01,1.564344650402308690e-01
3.826834323650897818e-01,1.950903220161282481e-01
4.539904997395467490e-01,2.334453638559053912e-01
5.224985647159487989e-01,2.714404498650742625e-01
5.877852522924731371e-01,3.090169943749473958e-01
6.494480483301836582e-01,3.461170570774929622e-01
7.071067811865474617e-01,3.826834323650897818e-01
7.604059656000309309e-01,4.186597375374280783e-01
8.090169943749473402e-01,4.539904997395467490e-01
8.526401643540921782e-01,4.886212414969549611e-01
8.910065241883677878e-01,5.224985647159487989e-01
9.238795325112867385e-01,5.555702330196021776e-01
9.510565162951535312e-01,5.877852522924731371e-01
9.723699203976765570e-01,6.190939493098339685e-01
9.876883405951377704e-01,6.494480483301836582e-01
9.969173337331279638e-01,6.788007455329416739e-01
1.000000000000000000e+00,7.071067811865474617e-01
9.969173337331279638e-01,7.343225094356855553e-01
9.876883405951377704e-01,7.604059656000309309e-01
9.723699203976766681e-01,7.853169308807448346e-01
9.510565162951536422e-01,8.090169943749473402e-01
9.238795325112867385e-01,8.314696123025451246e-01
8.910065241883678988e-01,8.526401643540921782e-01
8.526401643540922892e-01,8.724960070727970640e-01
8.090169943749474513e-01,8.910065241883677878e-01
7.604059656000310419e-01,9.081431738250812513e-01
7.071067811865475727e-01,9.238795325112867385e-01
6.494480483301837692e-01,9.381913359224841598e-01
5.877852522924732481e-01,9.510565162951535312e-01
5.224985647159489099e-01,9.624552364536472782e-01
4.539904997395468600e-01,9.723699203976765570e-01
3.826834323650894487e-01,9.807852804032304306e-01
3.090169943749475068e-01,9.876883405951377704e-01
2.334453638559055022e-01,9.930684569549262930e-01
1.564344650402309800e-01,9.969173337331279638e-01
7.845909572784506847e-02,9.992290362407229010e-01
1.224646799147353207e-16,1.000000000000000000e+00
-7.845909572784526276e-02,9.992290362407229010e-01
-1.564344650402307579e-01,9.969173337331279638e-01
-2.334453638559053079e-01,9.930684569549262930e-01
-3.090169943749472847e-01,9.876883405951377704e-01
-3.826834323650896708e-01,9.807852804032304306e-01
-4.539904997395466935e-01,9.723699203976766681e-01
-5.224985647159491320e-01,9.624552364536472782e-01
-5.877852522924730261e-01,9.510565162951536422e-01
-6.494480483301835472e-01,9.381913359224841598e-01
-7.071067811865474617e-01,9.238795325112867385e-01
-7.604059656000310419e-01,9.081431738250812513e-01
-8.090169943749473402e-01,8.910065241883678988e-01
-8.526401643540924002e-01,8.724960070727970640e-01
-8.910065241883677878e-01,8.526401643540922892e-01
-9.238795325112868495e-01,8.314696123025451246e-01
-9.510565162951535312e-01,8.090169943749474513e-01
-9.723699203976766681e-01,7.853169308807448346e-01
