2.000000000000000000e+00,4.000000000000000000e+00
2.313836382911379719e+00,4.156918191455689637e+00
2.625737860160923365e+00,4.312868930080461460e+00
2.933781455423621676e+00,4.466890727711811060e+00
3.236067977499789805e+00,4.618033988749894903e+00
3.530733729460359349e+00,4.765366864730179230e+00
3.815961998958186996e+00,4.907980999479093498e+00
4.089994258863795196e+00,5.044997129431897598e+00
4.351141009169892548e+00,5.175570504584946718e+00
4.597792193320734633e+00,5.298896096660367760e+00
4.828427124746189847e+00,5.414213562373094923e+00
5.041623862400124167e+00,5.520811931200062084e+00
5.236067977499789805e+00,5.618033988749894903e+00
5.410560657416368713e+00,5.705280328708184356e+00
5.564026096753471151e+00,5.782013048376735576e+00
5.695518130045146954e+00,5.847759065022573921e+00
5.804226065180614569e+00,5.902113032590307284e+00
5.889479681590706228e+00,5.944739840795353558e+00
5.950753362380551081e+00,5.975376681190275541e+00
5.987669334932512299e+00,5.993834667466256150e+00
6.000000000000000000e+00,6.000000000000000000e+00
5.987669334932512299e+00,5.993834667466256150e+00
5.950753362380551081e+00,5.975376681190275541e+00
5.889479681590707116e+00,5.944739840795353558e+00
5.804226065180614569e+00,5.902113032590307284e+00
5.695518130045146954e+00,5.847759065022573921e+00
5.564026096753471151e+00,5.782013048376735576e+00
5.410560657416368713e+00,5.705280328708184356e+00
5.236067977499789805e+00,5.618033988749894903e+00
5.041623862400124167e+00,5.520811931200062084e+00
4.828427124746189847e+00,5.414213562373094923e+00
4.597792193320735521e+00,5.298896096660367760e+00
4.351141009169893437e+00,5.175570504584946718e+00
4.089994258863795196e+00,5.044997129431897598e+00
3.815961998958187440e+00,4.907980999479093498e+00
3.530733729460357573e+00,4.765366864730179230e+00
3.236067977499789805e+00,4.618033988749894903e+00
2.933781455423622120e+00,4.466890727711811060e+00
2.625737860160923809e+00,4.312868930080462349e+00
2.313836382911380163e+00,4.156918191455690526e+00
-1.999999999999999556e+00,-3.999999999999999556e+00
-2.313836382911381051e+00,-4.156918191455690526e+00
-2.625737860160922921e+00,-4.312868930080461460e+00
-2.933781455423621232e+00,-4.466890727711810172e+00
-3.236067977499788917e+00,-4.618033988749894903e+00
-3.530733729460358461e+00,-4.765366864730179230e+00
-3.815961998958186996e+00,-4.907980999479093498e+00
-4.089994258863796972e+00,-5.044997129431898486e+00
-4.351141009169891660e+00,-5.175570504584945830e+00
-4.597792193320733745e+00,-5.298896096660366872e+00
-4.828427124746189847e+00,-5.414213562373094923e+00
-5.041623862400124167e+00,-5.520811931200062084e+00
-5.236067977499789805e+00,-5.618033988749894903e+00
-5.410560657416369601e+00,-5.705280328708184356e+00
-5.564026096753471151e+00,-5.782013048376735576e+00
-5.695518130045147842e+00,-5.847759065022573921e+00
-5.804226065180614569e+00,-5.902113032590307284e+00
